start_date,end_date,net export [mwh] calculated resolutions,netherlands (export) [mwh] calculated resolutions,netherlands (import) [mwh] calculated resolutions,switzerland (export) [mwh] calculated resolutions,switzerland (import) [mwh] calculated resolutions,denmark (export) [mwh] calculated resolutions,denmark (import) [mwh] calculated resolutions,czech republic (export) [mwh] calculated resolutions,czech republic (import) [mwh] calculated resolutions,luxembourg (export) [mwh] calculated resolutions,luxembourg (import) [mwh] calculated resolutions,sweden (export) [mwh] calculated resolutions,sweden (import) [mwh] calculated resolutions,austria (export) [mwh] calculated resolutions,austria (import) [mwh] calculated resolutions,france (export) [mwh] calculated resolutions,france (import) [mwh] calculated resolutions,poland (export) [mwh] calculated resolutions,poland (import) [mwh] calculated resolutions,norway (export) [mwh] calculated resolutions,norway (import) [mwh] calculated resolutions,belgium (export) [mwh] calculated resolutions,belgium (import) [mwh] calculated resolutions
2015-10-27T00:00:00Z,2015-10-28T00:00:00Z,NA,62718,0,85264,-15637,1081,-14706,21762,-11120,NA,NA,0,-12595,35658,0,0,-52324,38941,0,NA,NA,NA,NA
2015-10-28T00:00:00Z,2015-10-29T00:00:00Z,NA,64700,0,83857,-15463,1098,-14660,14603,-20462,NA,NA,0,-12338,35126,0,0,-45966,32730,0,NA,NA,NA,NA
2015-10-29T00:00:00Z,2015-10-30T00:00:00Z,NA,22095,-424,68283,-13141,4811,-9757,16784,-17306,NA,NA,3,-8807,26910,0,0,-55236,29327,0,NA,NA,NA,NA
2015-10-30T00:00:00Z,2015-10-31T00:00:00Z,NA,28596,-470,81748,-15331,2518,-13791,21690,-17741,NA,NA,0,-12372,42380,0,0,-55963,34282,0,NA,NA,NA,NA
2015-10-31T00:00:00Z,2015-11-01T00:00:00Z,NA,72849,0,81749,-13846,2561,-12070,21870,-20158,NA,NA,0,-12058,54100,0,0,-31101,35040,0,NA,NA,NA,NA
2015-11-01T00:00:00Z,2015-11-02T00:00:00Z,NA,75600,0,64993,-11115,555,-19397,14813,-22939,NA,NA,0,-14529,47269,0,0,-43319,22547,-256,NA,NA,NA,NA
2015-11-02T00:00:00Z,2015-11-03T00:00:00Z,NA,43351,0,71008,-12378,649,-22112,13438,-27310,NA,NA,2,-10649,42089,0,0,-47543,25225,-2,NA,NA,NA,NA
2015-11-03T00:00:00Z,2015-11-04T00:00:00Z,NA,29332,-922,70169,-10353,510,-20223,23379,-18854,NA,NA,0,-9105,49941,0,0,-47368,38026,0,NA,NA,NA,NA
2015-11-04T00:00:00Z,2015-11-05T00:00:00Z,NA,17567,-2302,75965,-12820,3083,-11801,29233,-16263,NA,NA,0,-7558,48676,0,0,-35896,38323,0,NA,NA,NA,NA
2015-11-05T00:00:00Z,2015-11-06T00:00:00Z,NA,20362,-1531,77409,-13752,2937,-15440,24319,-16684,NA,NA,14,-5379,45621,-6,0,-49220,37478,0,NA,NA,NA,NA
2015-11-06T00:00:00Z,2015-11-07T00:00:00Z,NA,38718,0,76904,-14816,2505,-12139,29485,-15717,NA,NA,32,-2384,51006,0,0,-55947,41343,0,NA,NA,NA,NA
2015-11-07T00:00:00Z,2015-11-08T00:00:00Z,NA,65522,0,87543,-17496,10716,-7877,35399,-21566,NA,NA,528,-4936,68896,0,0,-45621,45116,0,NA,NA,NA,NA
2015-11-08T00:00:00Z,2015-11-09T00:00:00Z,NA,59699,0,77520,-14896,12833,-8258,29299,-18019,NA,NA,524,-5197,67899,0,0,-53493,37445,0,NA,NA,NA,NA
2015-11-09T00:00:00Z,2015-11-10T00:00:00Z,NA,53328,0,84789,-14444,15362,-9106,34172,-23060,NA,NA,613,-135,57421,0,0,-59132,36250,0,NA,NA,NA,NA
2015-11-10T00:00:00Z,2015-11-11T00:00:00Z,NA,45340,0,83292,-14632,16849,-10070,30086,-24815,NA,NA,404,0,57493,0,0,-55719,28062,0,NA,NA,NA,NA
2015-11-11T00:00:00Z,2015-11-12T00:00:00Z,NA,60003,0,87285,-16163,6385,-16158,35490,-24024,NA,NA,40,-719,57615,0,0,-53639,35187,0,NA,NA,NA,NA
2015-11-12T00:00:00Z,2015-11-13T00:00:00Z,NA,53217,0,65572,-10966,4037,-13483,31610,-24695,NA,NA,30,-4839,60211,0,0,-49194,37523,0,NA,NA,NA,NA
2015-11-13T00:00:00Z,2015-11-14T00:00:00Z,NA,53026,0,82860,-14416,7373,-9837,32625,-22259,NA,NA,124,-149,55176,0,0,-55063,32975,0,NA,NA,NA,NA
2015-11-14T00:00:00Z,2015-11-15T00:00:00Z,NA,37380,0,87941,-14358,30962,-5854,32193,-18368,NA,NA,702,0,64927,0,0,-41206,34311,0,NA,NA,NA,NA
2015-11-15T00:00:00Z,2015-11-16T00:00:00Z,NA,39065,0,98561,-15981,29606,-5336,30657,-17237,NA,NA,4437,0,57356,0,0,-27971,36628,0,NA,NA,NA,NA
2015-11-16T00:00:00Z,2015-11-17T00:00:00Z,NA,52879,0,87051,-15482,7972,-11648,23966,-24285,NA,NA,184,-112,55914,0,0,-42744,30529,0,NA,NA,NA,NA
2015-11-17T00:00:00Z,2015-11-18T00:00:00Z,NA,57642,0,88282,-12479,9992,-8495,31047,-27234,NA,NA,426,-4139,62526,0,0,-50455,40612,0,NA,NA,NA,NA
2015-11-18T00:00:00Z,2015-11-19T00:00:00Z,NA,36871,0,89749,-15047,24717,-6017,31493,-26051,NA,NA,240,0,56266,0,0,-58126,33428,0,NA,NA,NA,NA
2015-11-19T00:00:00Z,2015-11-20T00:00:00Z,NA,40986,0,87586,-15372,21330,-7265,30429,-24790,NA,NA,406,0,53403,0,0,-64692,35382,0,NA,NA,NA,NA
2015-11-20T00:00:00Z,2015-11-21T00:00:00Z,NA,66423,0,84213,-15631,5694,-12076,29504,-28854,NA,NA,12,-8128,41299,0,0,-33991,33687,0,NA,NA,NA,NA
2015-11-21T00:00:00Z,2015-11-22T00:00:00Z,NA,85296,0,82313,-14239,7153,-11224,25632,-27830,NA,NA,390,-6665,58569,0,0,-58548,37421,0,NA,NA,NA,NA
2015-11-22T00:00:00Z,2015-11-23T00:00:00Z,NA,82884,0,92401,-14759,19226,-7581,23401,-31368,NA,NA,398,-114,62362,0,0,-19790,36691,0,NA,NA,NA,NA
2015-11-23T00:00:00Z,2015-11-24T00:00:00Z,NA,58929,0,65205,-11762,14576,-5993,21541,-29454,NA,NA,221,-2400,40606,0,0,-35589,35089,0,NA,NA,NA,NA
2015-11-24T00:00:00Z,2015-11-25T00:00:00Z,NA,62496,0,69477,-13482,8039,-12043,33503,-25666,NA,NA,46,-11,57394,0,0,-40400,41346,0,NA,NA,NA,NA
2015-11-25T00:00:00Z,2015-11-26T00:00:00Z,NA,47689,0,74143,-14924,1806,-12406,29315,-25913,NA,NA,0,-12490,50127,0,0,-46765,34330,0,NA,NA,NA,NA
2015-11-26T00:00:00Z,2015-11-27T00:00:00Z,NA,29218,-155,69057,-13517,1137,-13229,25283,-25196,NA,NA,26,-4069,45239,0,0,-37609,34968,0,NA,NA,NA,NA
2015-11-27T00:00:00Z,2015-11-28T00:00:00Z,NA,30356,-103,79435,-15212,8038,-11702,28622,-25538,NA,NA,48,0,55607,0,0,-40884,38935,0,NA,NA,NA,NA
2015-11-28T00:00:00Z,2015-11-29T00:00:00Z,NA,63679,0,102951,-17088,13133,-7906,30138,-28480,NA,NA,260,0,68727,0,0,-19123,42138,0,NA,NA,NA,NA
2015-11-29T00:00:00Z,2015-11-30T00:00:00Z,NA,23307,0,102693,-17368,45454,0,30640,-22302,NA,NA,1345,0,74080,0,0,-37344,41883,0,NA,NA,NA,NA
2015-11-30T00:00:00Z,2015-12-01T00:00:00Z,NA,32585,0,88787,-15282,19624,-9488,23774,-23293,NA,NA,399,-1990,47716,0,0,-51170,31635,0,NA,NA,NA,NA
2015-12-01T00:00:00Z,2015-12-02T00:00:00Z,NA,56343,0,90932,-16056,18208,-3492,21125,-24901,NA,NA,309,-7197,45245,0,0,-39250,33231,0,NA,NA,NA,NA
2015-12-02T00:00:00Z,2015-12-03T00:00:00Z,NA,45350,0,80172,-14372,14054,-7293,22287,-22041,NA,NA,169,-344,42743,0,0,-54546,37266,0,NA,NA,NA,NA
2015-12-03T00:00:00Z,2015-12-04T00:00:00Z,NA,47675,0,100929,-16735,12253,-8716,25368,-25435,NA,NA,13,-4592,48113,0,0,-20175,30603,0,NA,NA,NA,NA
2015-12-04T00:00:00Z,2015-12-05T00:00:00Z,NA,48619,0,95031,-15839,15923,-6917,32253,-17304,NA,NA,40,0,54607,0,0,-23578,25432,0,NA,NA,NA,NA
2015-12-05T00:00:00Z,2015-12-06T00:00:00Z,NA,32121,0,99931,-15996,21819,-2204,32775,-14075,NA,NA,210,0,69521,0,0,-32360,26651,0,NA,NA,NA,NA
2015-12-06T00:00:00Z,2015-12-07T00:00:00Z,NA,49968,0,93287,-14621,19724,-2863,36329,-13294,NA,NA,400,0,71056,0,0,-34917,27280,0,NA,NA,NA,NA
2015-12-07T00:00:00Z,2015-12-08T00:00:00Z,NA,27224,-202,81347,-14956,464,-10000,23803,-20216,NA,NA,0,-13690,47959,0,0,-65710,22726,0,NA,NA,NA,NA
2015-12-08T00:00:00Z,2015-12-09T00:00:00Z,NA,56689,0,93449,-17201,1087,-6053,27900,-21743,NA,NA,2,-10042,41533,0,0,-49357,24615,0,NA,NA,NA,NA
2015-12-09T00:00:00Z,2015-12-10T00:00:00Z,NA,37482,0,86366,-16058,3974,-7796,32798,-19070,NA,NA,22,-3690,45312,0,0,-36381,28817,0,NA,NA,NA,NA
2015-12-10T00:00:00Z,2015-12-11T00:00:00Z,NA,56032,0,84936,-15292,7460,-10889,32207,-18598,NA,NA,42,0,44487,0,0,-42805,22892,0,NA,NA,NA,NA
2015-12-11T00:00:00Z,2015-12-12T00:00:00Z,NA,60511,0,91339,-15175,9624,-10643,36340,-14597,NA,NA,32,-366,58745,0,0,-47894,25416,0,NA,NA,NA,NA
2015-12-12T00:00:00Z,2015-12-13T00:00:00Z,NA,46653,0,110777,-17625,19588,-7958,37953,-13671,NA,NA,379,-3722,73768,0,0,-31786,30203,0,NA,NA,NA,NA
2015-12-13T00:00:00Z,2015-12-14T00:00:00Z,NA,50474,0,108108,-16091,17356,-14488,31493,-15227,NA,NA,1047,-8935,71384,0,38,-12482,39230,0,NA,NA,NA,NA
2015-12-14T00:00:00Z,2015-12-15T00:00:00Z,NA,14464,-4597,83557,-13768,3804,-8983,29308,-17103,NA,NA,17,-7165,60736,0,0,-39801,34172,0,NA,NA,NA,NA
2015-12-15T00:00:00Z,2015-12-16T00:00:00Z,NA,13898,-8413,79847,-13753,5656,-9372,23850,-14511,NA,NA,10,-9458,55472,0,0,-57449,30569,0,NA,NA,NA,NA
2015-12-16T00:00:00Z,2015-12-17T00:00:00Z,NA,21638,-559,87102,-15885,13100,-5500,31574,-17363,NA,NA,741,-2968,67656,0,0,-65573,32426,0,NA,NA,NA,NA
2015-12-17T00:00:00Z,2015-12-18T00:00:00Z,NA,53258,0,88863,-16144,10967,-9614,35096,-14928,NA,NA,15,-4191,67674,0,0,-62269,32259,0,NA,NA,NA,NA
2015-12-18T00:00:00Z,2015-12-19T00:00:00Z,NA,49928,0,99206,-16881,9499,-11644,36473,-11690,NA,NA,19,-3507,60915,0,0,-48301,35262,0,NA,NA,NA,NA
2015-12-19T00:00:00Z,2015-12-20T00:00:00Z,NA,57912,0,103045,-16180,13964,-3882,36400,-10276,NA,NA,16,-2153,60819,0,0,-46790,35549,0,NA,NA,NA,NA
2015-12-20T00:00:00Z,2015-12-21T00:00:00Z,NA,62917,0,86011,-12851,13238,-9087,30482,-9455,NA,NA,40,0,60935,0,0,-45433,33505,0,NA,NA,NA,NA
2015-12-21T00:00:00Z,2015-12-22T00:00:00Z,NA,54324,0,92855,-15653,18819,-9415,36736,-11022,NA,NA,104,0,66243,0,0,-50346,34090,0,NA,NA,NA,NA
2015-12-22T00:00:00Z,2015-12-23T00:00:00Z,NA,38538,0,98735,-16500,21825,-7437,36637,-10111,NA,NA,277,-470,73162,0,0,-43503,33119,0,NA,NA,NA,NA
2015-12-23T00:00:00Z,2015-12-24T00:00:00Z,NA,61319,0,90747,-14534,21288,-7549,33545,-11874,NA,NA,357,0,72394,0,0,-39131,29679,0,NA,NA,NA,NA
2015-12-24T00:00:00Z,2015-12-25T00:00:00Z,NA,54615,0,85617,-13017,16313,-8202,35373,-10230,NA,NA,415,0,74822,0,0,-30859,40174,0,NA,NA,NA,NA
2015-12-25T00:00:00Z,2015-12-26T00:00:00Z,NA,54507,0,75313,-11457,17913,-7838,29954,-8763,NA,NA,369,-921,75276,0,641,-35446,35096,-12,NA,NA,NA,NA
2015-12-26T00:00:00Z,2015-12-27T00:00:00Z,NA,60857,0,86200,-12315,41795,0,33305,-11798,NA,NA,2009,0,77856,0,615,-11722,38402,0,NA,NA,NA,NA
2015-12-27T00:00:00Z,2015-12-28T00:00:00Z,NA,47720,0,81873,-12036,25778,-4705,29556,-10495,NA,NA,1219,-3569,75326,0,1566,-17022,39627,0,NA,NA,NA,NA
2015-12-28T00:00:00Z,2015-12-29T00:00:00Z,NA,26101,-757,78914,-12743,3777,-17776,22042,-9986,NA,NA,10,-9173,66876,0,0,-56337,36803,0,NA,NA,NA,NA
2015-12-29T00:00:00Z,2015-12-30T00:00:00Z,NA,35097,0,104160,-16071,8106,-11368,23213,-15452,NA,NA,171,-3560,69356,0,381,-21208,33685,0,NA,NA,NA,NA
2015-12-30T00:00:00Z,2015-12-31T00:00:00Z,NA,53064,0,99450,-15181,4266,-14027,17196,-19210,NA,NA,40,-175,64759,0,150,-15851,35694,0,NA,NA,NA,NA
2015-12-31T00:00:00Z,2016-01-01T00:00:00Z,NA,61895,0,85851,-12715,12497,-12405,16540,-16242,NA,NA,465,-4250,59925,0,664,-14356,33796,0,NA,NA,NA,NA
2016-01-01T00:00:00Z,2016-01-02T00:00:00Z,NA,44499,0,72748,-11948,3611,-21375,19220,-10968,NA,NA,0,-10684,61163,0,0,-48473,36498,0,NA,NA,NA,NA
2016-01-02T00:00:00Z,2016-01-03T00:00:00Z,NA,44018,0,76675,-13136,16042,-9090,29887,-9086,NA,NA,1226,-1197,67949,0,0,-55665,40758,0,NA,NA,NA,NA
2016-01-03T00:00:00Z,2016-01-04T00:00:00Z,NA,60996,0,70469,-11392,17392,-7186,29774,-9328,NA,NA,730,0,67141,0,0,-45380,39760,0,NA,NA,NA,NA
2016-01-04T00:00:00Z,2016-01-05T00:00:00Z,NA,67480,0,75738,-12866,12942,-9147,25531,-7472,NA,NA,492,0,58999,0,0,-59033,39914,0,NA,NA,NA,NA
2016-01-05T00:00:00Z,2016-01-06T00:00:00Z,NA,34322,0,69712,-13093,9913,-7510,28689,-5241,NA,NA,48,0,62506,0,0,-68413,46944,0,NA,NA,NA,NA
2016-01-06T00:00:00Z,2016-01-07T00:00:00Z,NA,33079,0,66763,-10161,9133,-2574,26800,-3144,NA,NA,100,-1211,68407,0,0,-37505,39998,0,NA,NA,NA,NA
2016-01-07T00:00:00Z,2016-01-08T00:00:00Z,NA,12480,-5355,87834,-15266,21413,-6,24331,-8521,NA,NA,1006,-93,57110,0,0,-55019,44290,0,NA,NA,NA,NA
2016-01-08T00:00:00Z,2016-01-09T00:00:00Z,NA,54411,0,91233,-14829,21089,-4115,30426,-15106,NA,NA,1426,-73,65607,0,0,-22900,42743,0,NA,NA,NA,NA
2016-01-09T00:00:00Z,2016-01-10T00:00:00Z,NA,65625,0,83580,-14386,3018,-10786,30458,-11879,NA,NA,5,-8361,65635,0,0,-52180,45918,0,NA,NA,NA,NA
2016-01-10T00:00:00Z,2016-01-11T00:00:00Z,NA,36902,0,63627,-11843,25851,-4304,39037,-3481,NA,NA,2954,-2311,67445,0,0,-65655,46788,0,NA,NA,NA,NA
2016-01-11T00:00:00Z,2016-01-12T00:00:00Z,NA,24808,-248,78508,-14259,6520,-8244,22623,-9524,NA,NA,151,-3879,60001,0,0,-69715,42980,0,NA,NA,NA,NA
2016-01-12T00:00:00Z,2016-01-13T00:00:00Z,NA,55436,0,89405,-15545,12850,-6319,22368,-11895,NA,NA,1138,-1591,65058,0,0,-56680,39206,0,NA,NA,NA,NA
2016-01-13T00:00:00Z,2016-01-14T00:00:00Z,NA,53785,0,99342,-16541,20894,-1758,22228,-14248,NA,NA,2150,-659,63899,0,0,-37016,37412,0,NA,NA,NA,NA
2016-01-14T00:00:00Z,2016-01-15T00:00:00Z,NA,36265,0,103539,-17064,13099,-2972,25875,-12405,NA,NA,5168,-861,69994,0,0,-45297,43990,0,NA,NA,NA,NA
2016-01-15T00:00:00Z,2016-01-16T00:00:00Z,NA,32362,0,93809,-16306,11252,-5538,23905,-7718,NA,NA,2836,-1909,58603,0,0,-56987,42378,0,NA,NA,NA,NA
2016-01-16T00:00:00Z,2016-01-17T00:00:00Z,NA,50219,0,101547,-16902,4400,-10824,24077,-11614,NA,NA,97,-4595,68847,0,80,-23839,40263,0,NA,NA,NA,NA
2016-01-17T00:00:00Z,2016-01-18T00:00:00Z,NA,55019,0,103082,-16665,12171,-12694,17392,-17712,NA,NA,565,-6335,69038,0,51,-9087,38152,0,NA,NA,NA,NA
2016-01-18T00:00:00Z,2016-01-19T00:00:00Z,NA,31778,0,82862,-14229,11634,-7703,21326,-12191,NA,NA,716,-1567,55080,0,0,-36545,38905,0,NA,NA,NA,NA
2016-01-19T00:00:00Z,2016-01-20T00:00:00Z,NA,52387,0,88286,-14919,14930,-3124,29956,-8914,NA,NA,789,-1831,61030,0,0,-33518,41041,0,NA,NA,NA,NA
2016-01-20T00:00:00Z,2016-01-21T00:00:00Z,NA,49167,-121,77107,-13127,17075,-2612,28823,-7363,NA,NA,1635,-805,55866,0,0,-41582,38096,0,NA,NA,NA,NA
2016-01-21T00:00:00Z,2016-01-22T00:00:00Z,NA,9517,-3189,68339,-10943,9680,-4022,14296,-16252,NA,NA,4568,0,43812,0,0,-31011,29703,0,NA,NA,NA,NA
2016-01-22T00:00:00Z,2016-01-23T00:00:00Z,NA,22773,-2625,92697,-15509,10615,-2988,30343,-7987,NA,NA,3624,-2935,67479,0,0,-38612,43916,0,NA,NA,NA,NA
2016-01-23T00:00:00Z,2016-01-24T00:00:00Z,NA,56408,0,99247,-16292,2547,-13589,41977,-8088,NA,NA,0,-13698,78204,0,0,-30034,45469,0,NA,NA,NA,NA
2016-01-24T00:00:00Z,2016-01-25T00:00:00Z,NA,42891,0,101775,-16023,3608,-9419,36933,-9147,NA,NA,3,-12427,79889,0,0,-28931,43795,0,NA,NA,NA,NA
2016-01-25T00:00:00Z,2016-01-26T00:00:00Z,NA,38466,0,102885,-17522,6047,-10109,38322,-10001,NA,NA,9,-8978,68478,0,0,-41742,45878,0,NA,NA,NA,NA
2016-01-26T00:00:00Z,2016-01-27T00:00:00Z,NA,39952,0,97370,-15215,10524,-9556,28840,-16811,NA,NA,95,-5593,62703,0,28,-22486,41414,0,NA,NA,NA,NA
2016-01-27T00:00:00Z,2016-01-28T00:00:00Z,NA,35765,0,85119,-14072,13887,-9722,32941,-12035,NA,NA,493,0,58139,0,0,-48736,39741,0,NA,NA,NA,NA
2016-01-28T00:00:00Z,2016-01-29T00:00:00Z,NA,49740,0,91882,-15088,13496,-10563,26663,-10860,NA,NA,315,-4243,57557,0,0,-39030,39081,-24,NA,NA,NA,NA
2016-01-29T00:00:00Z,2016-01-30T00:00:00Z,NA,42113,0,81219,-13262,20167,-5887,25832,-9838,NA,NA,313,0,59458,0,0,-42416,39437,0,NA,NA,NA,NA
2016-01-30T00:00:00Z,2016-01-31T00:00:00Z,NA,46009,0,99313,-14644,33038,-2384,30144,-10554,NA,NA,1177,-872,79400,0,802,-21096,39369,0,NA,NA,NA,NA
2016-01-31T00:00:00Z,2016-02-01T00:00:00Z,NA,47582,0,86955,-13545,26147,-4438,23721,-9737,NA,NA,1009,-1684,62601,0,132,-37746,38220,0,NA,NA,NA,NA
2016-02-01T00:00:00Z,2016-02-02T00:00:00Z,NA,27718,-1979,72461,-12160,21148,-9341,19934,-9042,NA,NA,1720,-2369,49193,0,0,-53828,40540,0,NA,NA,NA,NA
2016-02-02T00:00:00Z,2016-02-03T00:00:00Z,NA,34293,0,68823,-10446,23728,-9008,16058,-13674,NA,NA,43,0,47245,0,0,-42841,33079,0,NA,NA,NA,NA
2016-02-03T00:00:00Z,2016-02-04T00:00:00Z,NA,41907,0,79202,-12231,15488,-10918,12071,-18652,NA,NA,42,-132,34518,0,0,-31157,32125,0,NA,NA,NA,NA
2016-02-04T00:00:00Z,2016-02-05T00:00:00Z,NA,64630,0,93024,-13822,8706,-13728,13669,-20359,NA,NA,13,-7654,39961,0,1759,-10577,35287,0,NA,NA,NA,NA
2016-02-05T00:00:00Z,2016-02-06T00:00:00Z,NA,54578,0,86403,-13752,2844,-14261,21175,-12472,NA,NA,0,-10770,50930,0,0,-38730,41806,0,NA,NA,NA,NA
2016-02-06T00:00:00Z,2016-02-07T00:00:00Z,NA,37936,0,87657,-13210,24158,-4191,19526,-11058,NA,NA,967,-2167,63330,0,167,-38279,41139,0,NA,NA,NA,NA
2016-02-07T00:00:00Z,2016-02-08T00:00:00Z,NA,52204,0,92941,-13119,40948,-246,13736,-13408,NA,NA,1512,0,63561,0,0,-30070,36416,0,NA,NA,NA,NA
2016-02-08T00:00:00Z,2016-02-09T00:00:00Z,NA,37753,0,79390,-11846,33171,-966,22793,-12302,NA,NA,697,0,56774,0,1152,-20151,40259,0,NA,NA,NA,NA
2016-02-09T00:00:00Z,2016-02-10T00:00:00Z,NA,61128,0,74317,-10726,21445,-8229,13905,-19371,NA,NA,785,-4932,38429,0,39,-25602,32448,0,NA,NA,NA,NA
2016-02-10T00:00:00Z,2016-02-11T00:00:00Z,NA,69597,0,85543,-12345,13277,-10434,14360,-19437,NA,NA,997,-10628,38984,0,210,-15978,36247,0,NA,NA,NA,NA
2016-02-11T00:00:00Z,2016-02-12T00:00:00Z,NA,56701,0,89040,-13069,5732,-10119,17685,-20018,NA,NA,203,-10891,40507,0,1628,-13198,37893,0,NA,NA,NA,NA
2016-02-12T00:00:00Z,2016-02-13T00:00:00Z,NA,18594,-517,82253,-13470,426,-17627,22381,-16990,NA,NA,0,-13381,59964,0,0,-40071,44859,0,NA,NA,NA,NA
2016-02-13T00:00:00Z,2016-02-14T00:00:00Z,NA,62185,0,75675,-12209,3835,-13373,23665,-19449,NA,NA,135,-12600,58558,0,0,-53458,46951,0,NA,NA,NA,NA
2016-02-14T00:00:00Z,2016-02-15T00:00:00Z,NA,68160,0,76852,-10984,29498,-6086,12844,-22156,NA,NA,1377,-645,55368,0,0,-39986,33342,0,NA,NA,NA,NA
2016-02-15T00:00:00Z,2016-02-16T00:00:00Z,NA,56217,0,76620,-12005,12493,-10686,16478,-28911,NA,NA,880,-9165,39334,0,148,-34262,28952,0,NA,NA,NA,NA
2016-02-16T00:00:00Z,2016-02-17T00:00:00Z,NA,46853,0,80540,-11158,1760,-17299,9584,-29160,NA,NA,4,-11644,27702,-65,4477,-6422,23547,0,NA,NA,NA,NA
2016-02-17T00:00:00Z,2016-02-18T00:00:00Z,NA,51131,0,73073,-10175,4145,-14571,14209,-32334,NA,NA,0,-14592,29006,-19,8286,-5467,27942,-119,NA,NA,NA,NA
2016-02-18T00:00:00Z,2016-02-19T00:00:00Z,NA,32765,0,65937,-9248,410,-16885,8738,-28461,NA,NA,4,-9407,30890,0,6887,-954,26970,-168,NA,NA,NA,NA
2016-02-19T00:00:00Z,2016-02-20T00:00:00Z,NA,25834,-69,81229,-11672,2388,-16208,11776,-28711,NA,NA,0,-13281,30106,0,1333,-10106,28005,0,NA,NA,NA,NA
2016-02-20T00:00:00Z,2016-02-21T00:00:00Z,NA,32652,0,93272,-13041,31782,-2038,24304,-24819,NA,NA,1226,-995,65201,0,1614,-12293,37668,0,NA,NA,NA,NA
2016-02-21T00:00:00Z,2016-02-22T00:00:00Z,NA,48497,0,83971,-11057,45490,0,22119,-19183,NA,NA,2583,0,62511,0,5331,-6477,34661,-81,NA,NA,NA,NA
2016-02-22T00:00:00Z,2016-02-23T00:00:00Z,NA,55531,0,78847,-10327,21249,-2538,14999,-28471,NA,NA,543,-8517,38655,0,5427,-6201,24786,-12,NA,NA,NA,NA
2016-02-23T00:00:00Z,2016-02-24T00:00:00Z,NA,52983,0,73701,-11019,12115,-3662,13174,-33792,NA,NA,109,-9582,25985,0,1677,-16723,22578,-175,NA,NA,NA,NA
2016-02-24T00:00:00Z,2016-02-25T00:00:00Z,NA,53712,0,77339,-8784,10056,-6670,6824,-38346,NA,NA,546,-10712,20098,-96,12700,-4345,19729,-40,NA,NA,NA,NA
2016-02-25T00:00:00Z,2016-02-26T00:00:00Z,NA,42462,0,78296,-11677,2143,-12953,5811,-29737,NA,NA,2,-10209,29499,0,3731,-9264,27225,0,NA,NA,NA,NA
2016-02-26T00:00:00Z,2016-02-27T00:00:00Z,NA,31249,-2692,82895,-12000,1101,-24346,2753,-24250,NA,NA,0,-14431,41852,0,9743,-10511,29744,0,NA,NA,NA,NA
2016-02-27T00:00:00Z,2016-02-28T00:00:00Z,NA,45648,0,91987,-12335,524,-17046,578,-29889,NA,NA,2,-13355,41876,0,1638,-13733,18553,-44,NA,NA,NA,NA
2016-02-28T00:00:00Z,2016-02-29T00:00:00Z,NA,65672,0,72239,-10163,23434,-4303,2073,-23177,NA,NA,5856,-2632,41418,0,362,-29910,19377,-487,NA,NA,NA,NA
2016-02-29T00:00:00Z,2016-03-01T00:00:00Z,NA,64686,0,72875,-11709,10877,-8490,9791,-27081,NA,NA,2055,-565,28702,-7,1037,-15757,25018,-265,NA,NA,NA,NA
2016-03-01T00:00:00Z,2016-03-02T00:00:00Z,NA,66238,0,82867,-13511,7042,-13535,10858,-30460,NA,NA,111,-694,33086,0,0,-18881,26535,-53,NA,NA,NA,NA
2016-03-02T00:00:00Z,2016-03-03T00:00:00Z,NA,63124,0,85621,-14210,13535,-7079,15831,-22974,NA,NA,1154,-9393,43459,0,0,-25914,32858,0,NA,NA,NA,NA
2016-03-03T00:00:00Z,2016-03-04T00:00:00Z,NA,35108,0,77352,-13116,3601,-15451,7450,-23684,NA,NA,373,-6485,38301,0,0,-35424,28587,-2,NA,NA,NA,NA
2016-03-04T00:00:00Z,2016-03-05T00:00:00Z,NA,59286,0,78174,-12419,6873,-8812,9166,-32364,NA,NA,14,-8490,40288,0,0,-21761,28705,-23,NA,NA,NA,NA
2016-03-05T00:00:00Z,2016-03-06T00:00:00Z,NA,50286,0,65089,-8169,1022,-15554,0,-51877,NA,NA,10,-10150,18256,-279,1378,-10852,10574,-850,NA,NA,NA,NA
2016-03-06T00:00:00Z,2016-03-07T00:00:00Z,NA,47693,0,59920,-7179,12416,-9141,0,-49331,NA,NA,1930,-4438,22925,0,4705,-19461,8612,-1320,NA,NA,NA,NA
2016-03-07T00:00:00Z,2016-03-08T00:00:00Z,NA,28687,0,74592,-8900,1383,-18566,4152,-34958,NA,NA,0,-14009,36310,0,7598,-4911,24765,-150,NA,NA,NA,NA
2016-03-08T00:00:00Z,2016-03-09T00:00:00Z,NA,40779,0,72379,-7443,907,-19914,11088,-28954,NA,NA,0,-12939,44468,0,11617,-7264,34180,0,NA,NA,NA,NA
2016-03-09T00:00:00Z,2016-03-10T00:00:00Z,NA,44104,0,91254,-10749,7035,-8603,16437,-27506,NA,NA,14,-8410,51764,0,3459,-10208,37454,0,NA,NA,NA,NA
2016-03-10T00:00:00Z,2016-03-11T00:00:00Z,NA,32483,0,75185,-8525,7079,-11566,1708,-29952,NA,NA,12,-8512,42414,0,63,-19597,26357,-20,NA,NA,NA,NA
