start_date,end_date,net export [mwh] calculated resolutions,netherlands (export) [mwh] calculated resolutions,netherlands (import) [mwh] calculated resolutions,switzerland (export) [mwh] calculated resolutions,switzerland (import) [mwh] calculated resolutions,denmark (export) [mwh] calculated resolutions,denmark (import) [mwh] calculated resolutions,czech republic (export) [mwh] calculated resolutions,czech republic (import) [mwh] calculated resolutions,luxembourg (export) [mwh] calculated resolutions,luxembourg (import) [mwh] calculated resolutions,sweden (export) [mwh] calculated resolutions,sweden (import) [mwh] calculated resolutions,austria (export) [mwh] calculated resolutions,austria (import) [mwh] calculated resolutions,france (export) [mwh] calculated resolutions,france (import) [mwh] calculated resolutions,poland (export) [mwh] calculated resolutions,poland (import) [mwh] calculated resolutions,norway (export) [mwh] calculated resolutions,norway (import) [mwh] calculated resolutions,belgium (export) [mwh] calculated resolutions,belgium (import) [mwh] calculated resolutions
2018-06-21T00:00:00Z,2018-06-22T00:00:00Z,NA,60237,0,27200,-6240,13824,-3602,34071,-1511,11140,0,1966,-1536,42851,0,0,-49139,22534,0,NA,NA,NA,NA
2018-06-22T00:00:00Z,2018-06-23T00:00:00Z,NA,64684,0,25590,-380,20132,-35,33901,-2034,10508,0,1332,-1684,46893,0,0,-61775,26868,0,NA,NA,NA,NA
2018-06-23T00:00:00Z,2018-06-24T00:00:00Z,NA,75696,0,25892,-1988,27983,0,33053,-7380,10779,0,1375,-2461,40526,0,0,-30323,20464,0,NA,NA,NA,NA
2018-06-24T00:00:00Z,2018-06-25T00:00:00Z,NA,73483,0,5411,-23698,30398,-477,22379,-4640,8285,0,3072,0,24893,-106,0,-71736,24337,0,NA,NA,NA,NA
2018-06-25T00:00:00Z,2018-06-26T00:00:00Z,NA,41427,0,6123,-26749,11020,-3823,24787,-6870,13098,0,3524,-321,21321,-483,0,-69517,21306,0,NA,NA,NA,NA
2018-06-26T00:00:00Z,2018-06-27T00:00:00Z,NA,31003,0,4061,-21640,14326,-229,19471,-7052,11360,0,6687,-406,17262,-1367,0,-53329,19050,0,NA,NA,NA,NA
2018-06-27T00:00:00Z,2018-06-28T00:00:00Z,NA,52683,0,8297,-17438,16097,-1370,23433,-5737,11591,0,5251,-555,24694,-179,0,-53822,20452,0,NA,NA,NA,NA
2018-06-28T00:00:00Z,2018-06-29T00:00:00Z,NA,72893,0,6044,-17010,14002,-2377,29452,-7876,10593,0,5755,-55,14919,-1133,0,-52920,18284,0,NA,NA,NA,NA
2018-06-29T00:00:00Z,2018-06-30T00:00:00Z,NA,75644,0,9802,-12976,10030,-4632,20058,-9453,9735,0,1740,-2138,17843,-1596,0,-45908,17963,0,NA,NA,NA,NA
2018-06-30T00:00:00Z,2018-07-01T00:00:00Z,NA,98288,0,29354,-2241,32720,0,5424,-18447,12088,0,3964,0,18766,-1591,9104,-9228,13113,-21,NA,NA,NA,NA
2018-07-01T00:00:00Z,2018-07-02T00:00:00Z,NA,95064,0,33228,-1393,34407,0,14697,-10209,10076,0,4593,0,35929,-271,11149,-7748,16442,0,NA,NA,NA,NA
2018-07-02T00:00:00Z,2018-07-03T00:00:00Z,NA,65152,0,30244,-4383,14848,-5385,15985,-12565,12006,0,3684,-2966,27177,-578,8545,-12565,16581,0,NA,NA,NA,NA
2018-07-03T00:00:00Z,2018-07-04T00:00:00Z,NA,52675,0,19165,-7357,11663,-5412,15370,-11795,12771,0,1918,-1118,25496,-2002,2065,-14770,16302,-592,NA,NA,NA,NA
2018-07-04T00:00:00Z,2018-07-05T00:00:00Z,NA,52868,0,7181,-13604,6589,-6355,15271,-11014,13202,0,2019,-2393,18452,-2886,0,-33209,14117,-306,NA,NA,NA,NA
2018-07-05T00:00:00Z,2018-07-06T00:00:00Z,NA,67221,0,12420,-3707,10795,-5903,14318,-15254,13739,0,2765,0,21613,-21,0,-31736,12993,0,NA,NA,NA,NA
2018-07-06T00:00:00Z,2018-07-07T00:00:00Z,NA,63451,0,25386,-1879,15644,-1055,22243,-14179,12477,0,1581,-441,25396,-630,0,-38216,17634,0,NA,NA,NA,NA
2018-07-07T00:00:00Z,2018-07-08T00:00:00Z,NA,81914,0,24144,-611,37353,0,14733,-13867,12619,0,1683,0,33285,0,6866,-3959,16475,0,NA,NA,NA,NA
2018-07-08T00:00:00Z,2018-07-09T00:00:00Z,NA,89075,0,20453,-1321,44374,-194,13478,-10598,8171,0,4026,0,32609,-48,8564,-2669,16016,0,NA,NA,NA,NA
2018-07-09T00:00:00Z,2018-07-10T00:00:00Z,NA,56797,0,24907,-756,19994,-5522,28202,-10659,10627,0,1853,-82,30636,0,0,-16421,21258,0,NA,NA,NA,NA
2018-07-10T00:00:00Z,2018-07-11T00:00:00Z,NA,21884,-874,22946,-1282,16084,-5309,23992,-8188,9606,0,1543,-108,31122,0,0,-43741,25533,0,NA,NA,NA,NA
2018-07-11T00:00:00Z,2018-07-12T00:00:00Z,NA,46276,0,14910,-2011,14642,-7871,23107,-8386,12141,0,1455,-950,28301,0,0,-47898,23965,0,NA,NA,NA,NA
2018-07-12T00:00:00Z,2018-07-13T00:00:00Z,NA,45049,0,25788,-874,23115,-5944,24518,-7920,13118,0,2063,-779,37668,0,0,-33322,20617,0,NA,NA,NA,NA
2018-07-13T00:00:00Z,2018-07-14T00:00:00Z,NA,66667,0,28824,-806,21859,-6529,19335,-11932,13085,0,3470,-1039,33077,-5,2324,-20559,18348,0,NA,NA,NA,NA
2018-07-14T00:00:00Z,2018-07-15T00:00:00Z,NA,70931,0,27928,-1242,34677,-1934,12354,-19840,11737,0,6925,0,26087,-20,11127,-5952,14952,0,NA,NA,NA,NA
2018-07-15T00:00:00Z,2018-07-16T00:00:00Z,NA,79273,0,20696,-562,39005,-2059,8501,-21026,9462,0,6561,-380,25896,0,7358,-7879,15572,-5,NA,NA,NA,NA
2018-07-16T00:00:00Z,2018-07-17T00:00:00Z,NA,52091,0,17606,-6755,16296,-6436,15893,-11934,11300,0,1310,-3009,25119,-756,0,-43472,19834,0,NA,NA,NA,NA
2018-07-17T00:00:00Z,2018-07-18T00:00:00Z,NA,56715,0,21003,-4410,31140,-952,15301,-12071,10249,0,2479,-859,30181,0,0,-61402,21588,0,NA,NA,NA,NA
2018-07-18T00:00:00Z,2018-07-19T00:00:00Z,NA,80338,0,31611,-182,31956,-4728,16802,-13369,12550,0,1824,-1281,27950,-184,565,-29422,21955,0,NA,NA,NA,NA
2018-07-19T00:00:00Z,2018-07-20T00:00:00Z,NA,58668,0,25775,-3979,20928,-8424,12185,-14589,12836,0,2422,-2860,28761,-1454,1542,-34192,21661,0,NA,NA,NA,NA
2018-07-20T00:00:00Z,2018-07-21T00:00:00Z,NA,37579,0,17270,-6497,16508,-5787,13968,-17512,11418,0,1070,-382,21042,-1253,0,-47967,18104,0,NA,NA,NA,NA
2018-07-21T00:00:00Z,2018-07-22T00:00:00Z,NA,61848,0,17127,-5527,34188,-700,20653,-13546,10583,0,3414,0,25395,0,0,-40305,20371,0,NA,NA,NA,NA
2018-07-22T00:00:00Z,2018-07-23T00:00:00Z,NA,73029,0,14101,-3857,41697,-1222,12355,-16354,6855,0,4619,0,15682,-1512,0,-59183,15337,0,NA,NA,NA,NA
2018-07-23T00:00:00Z,2018-07-24T00:00:00Z,NA,73782,0,14092,-8576,15759,-13137,9997,-21576,12310,0,1768,-1752,15115,-7441,0,-50377,12492,-113,NA,NA,NA,NA
2018-07-24T00:00:00Z,2018-07-25T00:00:00Z,NA,76346,0,11731,-9652,18095,-3439,6531,-23346,12680,0,2130,-1917,15475,-7867,0,-38239,9381,-497,NA,NA,NA,NA
2018-07-25T00:00:00Z,2018-07-26T00:00:00Z,NA,57887,0,11992,-10538,15703,-6102,11747,-18765,12713,0,2530,-2,18784,-5257,0,-46331,11790,0,NA,NA,NA,NA
2018-07-26T00:00:00Z,2018-07-27T00:00:00Z,NA,65449,0,18494,-6820,20065,-2501,14398,-16967,12751,0,4912,0,25851,-304,0,-39857,14924,0,NA,NA,NA,NA
2018-07-27T00:00:00Z,2018-07-28T00:00:00Z,NA,61349,0,25668,-1266,21182,-6633,20952,-15013,12629,0,4354,-53,34729,0,0,-32687,15962,0,NA,NA,NA,NA
2018-07-28T00:00:00Z,2018-07-29T00:00:00Z,NA,20945,-5742,33557,-911,37835,-134,22440,-5610,9450,0,3358,0,44704,0,0,-41978,21193,0,NA,NA,NA,NA
2018-07-29T00:00:00Z,2018-07-30T00:00:00Z,NA,33004,-465,26263,-2527,40381,-3090,10103,-7959,5785,0,6428,-109,38449,0,0,-53296,18105,0,NA,NA,NA,NA
2018-07-30T00:00:00Z,2018-07-31T00:00:00Z,NA,39665,0,12961,-10879,23103,-1308,13904,-8626,10007,0,6134,0,34776,-1,0,-40937,18846,0,NA,NA,NA,NA
2018-07-31T00:00:00Z,2018-08-01T00:00:00Z,NA,43984,0,15493,-8389,22279,-3791,20489,-9536,12007,0,6349,0,38669,0,0,-39188,21227,0,NA,NA,NA,NA
2018-08-01T00:00:00Z,2018-08-02T00:00:00Z,NA,30308,-214,7108,-16977,32316,-285,22353,-6685,12435,0,5717,0,34573,-43,0,-47711,19859,0,NA,NA,NA,NA
2018-08-02T00:00:00Z,2018-08-03T00:00:00Z,NA,42650,-234,5235,-19228,29536,-618,14367,-8956,11920,0,3725,-1154,25115,-2179,570,-34436,27333,-66,NA,NA,NA,NA
2018-08-03T00:00:00Z,2018-08-04T00:00:00Z,NA,42648,-72,5424,-28075,18000,-4663,8747,-10000,11756,0,3511,-1938,13729,-5185,0,-50227,21556,-436,NA,NA,NA,NA
2018-08-04T00:00:00Z,2018-08-05T00:00:00Z,NA,48105,0,12328,-4475,18036,-4080,22510,-7293,10306,0,1477,-696,33677,0,2881,-20904,25062,0,NA,NA,NA,NA
2018-08-05T00:00:00Z,2018-08-06T00:00:00Z,NA,80902,0,22901,-2300,13266,-5507,29297,-7719,9176,0,1109,-3346,46875,0,5526,-11123,31033,-13,NA,NA,NA,NA
2018-08-06T00:00:00Z,2018-08-07T00:00:00Z,NA,41627,-280,17127,-16457,5587,-7803,19478,-4383,9640,0,106,-2194,28549,-3948,4273,-23443,27417,-34,NA,NA,NA,NA
2018-08-07T00:00:00Z,2018-08-08T00:00:00Z,NA,43581,0,8886,-28671,19012,-4006,24530,-5075,8286,0,1572,-2083,24841,-1559,0,-45491,31990,0,NA,NA,NA,NA
2018-08-08T00:00:00Z,2018-08-09T00:00:00Z,NA,48739,0,21340,-5798,18526,-4396,26787,-6246,7847,0,1463,-1388,42355,0,0,-32876,30815,-2,NA,NA,NA,NA
2018-08-09T00:00:00Z,2018-08-10T00:00:00Z,NA,35980,-2445,13410,-7099,20227,-1746,21914,-5429,6957,0,3246,-2443,37694,0,0,-52877,32944,0,NA,NA,NA,NA
2018-08-10T00:00:00Z,2018-08-11T00:00:00Z,NA,46951,-1479,14307,-11156,16524,-6274,31207,-4764,7424,0,1658,-3439,39488,0,0,-37957,40610,0,NA,NA,NA,NA
2018-08-11T00:00:00Z,2018-08-12T00:00:00Z,NA,74489,0,33571,-1895,27507,-9043,26464,-7228,10286,0,619,-2695,51048,0,14462,-3714,36191,0,NA,NA,NA,NA
2018-08-12T00:00:00Z,2018-08-13T00:00:00Z,NA,57855,0,6867,-11590,26035,-7292,21373,-4626,5879,0,4538,-2572,38642,-411,314,-29590,28077,-1,NA,NA,NA,NA
2018-08-13T00:00:00Z,2018-08-14T00:00:00Z,NA,31169,-228,5743,-33771,17066,-4385,20235,-2892,10292,0,3235,-801,19654,-63,0,-58941,22717,0,NA,NA,NA,NA
2018-08-14T00:00:00Z,2018-08-15T00:00:00Z,NA,56423,0,9522,-9955,27684,-4617,22723,-3618,9683,0,40,-861,37143,0,0,-30593,31484,-2,NA,NA,NA,NA
2018-08-15T00:00:00Z,2018-08-16T00:00:00Z,NA,32560,0,8554,-38505,30721,-4095,5960,-3012,6483,0,4439,-2876,19775,-1643,0,-69636,20327,-9,NA,NA,NA,NA
2018-08-16T00:00:00Z,2018-08-17T00:00:00Z,NA,42067,0,18609,-11699,3877,-25450,16519,-1234,10933,0,24,-4522,35634,-176,2015,-33851,29650,0,NA,NA,NA,NA
2018-08-17T00:00:00Z,2018-08-18T00:00:00Z,NA,46968,0,14969,-12435,1310,-21119,12250,-3233,9456,0,8,-7498,33495,0,721,-30198,24827,0,NA,NA,NA,NA
2018-08-18T00:00:00Z,2018-08-19T00:00:00Z,NA,61046,0,20147,-5389,407,-40710,3784,-9564,9144,0,8,-7879,39594,0,9850,-15581,26885,0,NA,NA,NA,NA
2018-08-19T00:00:00Z,2018-08-20T00:00:00Z,NA,70039,0,27387,-1670,14916,-24387,6169,-9305,8988,0,2133,-6235,45052,0,10806,-3622,27537,0,NA,NA,NA,NA
2018-08-20T00:00:00Z,2018-08-21T00:00:00Z,NA,54688,0,18138,-9409,658,-30895,13218,-4188,13648,0,10,-8655,28643,-1036,18055,-1481,25924,-1,NA,NA,NA,NA
2018-08-21T00:00:00Z,2018-08-22T00:00:00Z,NA,37142,-499,9665,-24610,1789,-12089,6836,-4506,11277,0,12,-8747,20682,-1937,7403,-10266,22127,-6,NA,NA,NA,NA
2018-08-22T00:00:00Z,2018-08-23T00:00:00Z,NA,50668,0,13282,-18414,309,-25734,12238,-2802,12265,0,176,-7961,26488,-1210,15619,-4645,29203,-32,NA,NA,NA,NA
2018-08-23T00:00:00Z,2018-08-24T00:00:00Z,NA,40148,-94,20122,-7651,3799,-14478,12269,-4394,12147,0,1082,-6210,27781,0,10583,-5663,27113,-6,NA,NA,NA,NA
2018-08-24T00:00:00Z,2018-08-25T00:00:00Z,NA,41881,0,31062,-1619,6488,-12359,18548,-3971,11435,0,363,-2171,39619,0,12757,-3519,35257,-1,NA,NA,NA,NA
2018-08-25T00:00:00Z,2018-08-26T00:00:00Z,NA,42680,0,54107,-1541,5824,-17752,15059,-8782,9798,0,1602,-2077,43380,0,34380,0,34955,0,NA,NA,NA,NA
2018-08-26T00:00:00Z,2018-08-27T00:00:00Z,NA,55613,0,62297,-3925,25667,-2635,3071,-13017,10014,0,5751,-577,38368,0,46610,0,25909,0,NA,NA,NA,NA
2018-08-27T00:00:00Z,2018-08-28T00:00:00Z,NA,56003,0,32471,-3239,21248,-3713,29159,-6014,10883,0,1311,-436,33052,-544,26238,0,34621,0,NA,NA,NA,NA
2018-08-28T00:00:00Z,2018-08-29T00:00:00Z,NA,29936,0,21534,-11441,8866,-11363,14544,-10359,11794,0,1091,-5082,20081,-3042,31042,-376,27812,-19,NA,NA,NA,NA
2018-08-29T00:00:00Z,2018-08-30T00:00:00Z,NA,38525,0,28266,-2413,17747,-3381,15452,-12645,11996,0,3248,-587,22550,-2109,20747,-1870,32023,0,NA,NA,NA,NA
2018-08-30T00:00:00Z,2018-08-31T00:00:00Z,NA,44113,0,32138,-705,12943,-3372,26792,-8531,11938,0,2453,-1318,27801,-13,23672,-92,34515,0,NA,NA,NA,NA
2018-08-31T00:00:00Z,2018-09-01T00:00:00Z,NA,44875,0,40343,-369,4330,-19020,17344,-17577,11910,0,355,-3835,25699,0,23207,-3597,27689,-4,NA,NA,NA,NA
2018-09-01T00:00:00Z,2018-09-02T00:00:00Z,NA,54985,0,44578,-836,14377,-3342,8099,-23166,9706,0,1733,-2325,20079,-113,27079,-2150,11772,-17,NA,NA,NA,NA
2018-09-02T00:00:00Z,2018-09-03T00:00:00Z,NA,85798,0,31893,-475,24866,-1581,4192,-30483,8790,0,9221,-1584,9660,-271,8974,-6364,8476,-895,NA,NA,NA,NA
2018-09-03T00:00:00Z,2018-09-04T00:00:00Z,NA,51189,0,23962,-1069,8879,-8382,7163,-22564,11970,0,2740,-6401,12592,-1302,2076,-14204,14038,-23,NA,NA,NA,NA
2018-09-04T00:00:00Z,2018-09-05T00:00:00Z,NA,53397,0,17667,-8810,10754,-864,3530,-27103,12418,0,1028,-4497,11154,-5120,477,-18809,17409,0,NA,NA,NA,NA
2018-09-05T00:00:00Z,2018-09-06T00:00:00Z,NA,53177,0,19180,-10763,16373,-1376,3249,-26654,12376,0,1595,-4776,14504,-4571,2228,-21198,15246,-1,NA,NA,NA,NA
2018-09-06T00:00:00Z,2018-09-07T00:00:00Z,NA,59421,0,20897,-4746,6473,-13644,11423,-10666,12420,0,194,-4065,23412,-35,650,-34039,14394,0,NA,NA,NA,NA
2018-09-07T00:00:00Z,2018-09-08T00:00:00Z,NA,53682,0,35795,-2156,2940,-17705,19901,-6203,11881,0,607,-5779,33347,-24,0,-35996,11244,0,NA,NA,NA,NA
2018-09-08T00:00:00Z,2018-09-09T00:00:00Z,NA,60833,0,46108,-12,12410,-8338,26545,-4394,10160,0,1091,-2740,48823,0,192,-22855,12946,0,NA,NA,NA,NA
2018-09-09T00:00:00Z,2018-09-10T00:00:00Z,NA,73666,0,31684,-1188,13419,-6726,17594,-3859,9587,0,2732,-2585,45268,0,0,-48361,13913,0,NA,NA,NA,NA
2018-09-10T00:00:00Z,2018-09-11T00:00:00Z,NA,64743,0,25891,-6228,951,-18368,9381,-6140,11585,0,429,0,25763,-1844,0,-51335,20966,0,NA,NA,NA,NA
2018-09-11T00:00:00Z,2018-09-12T00:00:00Z,NA,62313,0,38947,-795,11272,-8402,23342,-7179,11649,0,0,0,31125,-50,334,-24194,18164,0,NA,NA,NA,NA
2018-09-12T00:00:00Z,2018-09-13T00:00:00Z,NA,63619,0,33890,-2425,186,-25063,17698,-6263,11912,0,3,-2778,27009,-501,513,-26621,13350,-8,NA,NA,NA,NA
2018-09-13T00:00:00Z,2018-09-14T00:00:00Z,NA,35122,0,18985,-10516,330,-22301,17974,-8899,12784,0,5,-6526,18719,-566,0,-70614,12792,0,NA,NA,NA,NA
2018-09-14T00:00:00Z,2018-09-15T00:00:00Z,NA,50875,0,33432,-1019,154,-23925,22814,-9114,12424,0,0,-8102,27773,-217,0,-42936,11349,0,NA,NA,NA,NA
2018-09-15T00:00:00Z,2018-09-16T00:00:00Z,NA,71667,0,39076,-1138,9565,-11877,27592,-9803,10660,0,1429,-3550,40760,-9,0,-26389,9825,0,NA,NA,NA,NA
2018-09-16T00:00:00Z,2018-09-17T00:00:00Z,NA,69677,0,37889,-3,13953,-10967,18141,-12044,10042,0,4308,-3402,49779,0,100,-44058,14924,0,NA,NA,NA,NA
2018-09-17T00:00:00Z,2018-09-18T00:00:00Z,NA,42671,0,38249,-7517,2625,-9227,17625,-14719,12437,0,1283,-6019,34007,-1082,0,-46453,20291,0,NA,NA,NA,NA
2018-09-18T00:00:00Z,2018-09-19T00:00:00Z,NA,55128,0,42574,-36,1966,-10367,24139,-8409,12123,0,2018,-4260,42474,0,0,-34888,18977,0,NA,NA,NA,NA
2018-09-19T00:00:00Z,2018-09-20T00:00:00Z,NA,59341,0,40950,-148,1276,-13960,19078,-12122,12621,0,612,-9210,40304,0,378,-26337,21325,0,NA,NA,NA,NA
2018-09-20T00:00:00Z,2018-09-21T00:00:00Z,NA,50551,0,40788,-3489,2467,-7105,26915,-3846,12502,0,0,-11488,42314,0,1987,-20683,22026,0,NA,NA,NA,NA
2018-09-21T00:00:00Z,2018-09-22T00:00:00Z,NA,52803,0,46156,0,13554,-665,37132,-9,11370,0,163,-9384,48390,0,0,-30836,21428,0,NA,NA,NA,NA
2018-09-22T00:00:00Z,2018-09-23T00:00:00Z,NA,59285,0,44264,-81,11551,-2369,25369,-1760,10421,0,72,-9766,51767,0,4701,-6796,23036,0,NA,NA,NA,NA
2018-09-23T00:00:00Z,2018-09-24T00:00:00Z,NA,74676,0,36887,-1,3152,-14985,16446,-16023,9170,0,878,-8669,41477,0,0,-27501,19922,0,NA,NA,NA,NA
2018-09-24T00:00:00Z,2018-09-25T00:00:00Z,NA,76105,0,31300,-544,13871,-2935,25753,-12938,11093,0,514,-5439,40653,-44,0,-37770,22946,0,NA,NA,NA,NA
2018-09-25T00:00:00Z,2018-09-26T00:00:00Z,NA,64370,0,35359,-2010,2041,-17950,12320,-25407,12598,0,0,-11361,30666,-1776,0,-43020,17710,0,NA,NA,NA,NA
2018-09-26T00:00:00Z,2018-09-27T00:00:00Z,NA,78067,0,33960,-373,16134,-2303,23672,-10166,12537,0,83,-9981,43737,0,0,-36200,19233,0,NA,NA,NA,NA
2018-09-27T00:00:00Z,2018-09-28T00:00:00Z,NA,50584,0,40383,-933,2354,-8488,18799,-14085,12634,0,0,-11870,42690,-147,5983,-10498,23758,0,NA,NA,NA,NA
2018-09-28T00:00:00Z,2018-09-29T00:00:00Z,NA,47744,0,59004,-254,1663,-26664,9096,-18058,11997,0,0,-11606,47162,0,3476,-6178,26073,0,NA,NA,NA,NA
2018-09-29T00:00:00Z,2018-09-30T00:00:00Z,NA,50511,0,81083,-3,1524,-33805,12779,-23767,9871,0,8,-7606,52151,0,7751,-5276,22482,0,NA,NA,NA,NA
2018-09-30T00:00:00Z,2018-10-01T00:00:00Z,NA,49018,-100,80173,-802,4249,-20408,15850,-23549,9719,0,261,-7570,57477,-3530,26165,-6323,19318,0,NA,NA,NA,NA
2018-10-01T00:00:00Z,2018-10-02T00:00:00Z,NA,26890,-580,76262,0,3330,-21283,26484,-13126,11781,0,24,-4122,38955,-2177,3898,-31474,23098,0,NA,NA,NA,NA
2018-10-02T00:00:00Z,2018-10-03T00:00:00Z,NA,40515,0,71832,0,18003,-909,31237,-6096,12220,0,607,0,50037,-1920,858,-25730,26139,0,NA,NA,NA,NA
2018-10-03T00:00:00Z,2018-10-04T00:00:00Z,NA,38498,-39,71585,-103,31429,-7084,33247,-1900,12599,0,1107,-2857,58509,-3477,2064,-9348,25170,0,NA,NA,NA,NA
2018-10-04T00:00:00Z,2018-10-05T00:00:00Z,NA,22846,-6080,75785,0,17062,-12639,24838,-7566,12912,0,22,-4638,46474,-3344,5265,-22217,17565,0,NA,NA,NA,NA
2018-10-05T00:00:00Z,2018-10-06T00:00:00Z,NA,28584,-1286,83934,0,2840,-18875,20764,-10589,12514,0,8,-9451,51221,-1438,4113,-19086,16737,0,NA,NA,NA,NA
2018-10-06T00:00:00Z,2018-10-07T00:00:00Z,NA,57550,0,83401,-223,7,-38154,24155,-9717,10669,0,0,-9619,52135,-1161,10549,-10117,16993,0,NA,NA,NA,NA
2018-10-07T00:00:00Z,2018-10-08T00:00:00Z,NA,41786,-3740,76885,-37,994,-28281,29753,-4796,10328,0,14,-6563,54304,-830,1547,-34699,20044,0,NA,NA,NA,NA
2018-10-08T00:00:00Z,2018-10-09T00:00:00Z,NA,25315,-71,76350,0,1855,-23286,19745,-10349,12527,0,0,-12180,41229,-2557,371,-35505,20023,0,NA,NA,NA,NA
2018-10-09T00:00:00Z,2018-10-10T00:00:00Z,NA,18381,-2551,69052,-38,6701,-13494,24933,-7563,12760,0,0,-10599,37661,-3521,3649,-28623,14271,-938,NA,NA,NA,NA
2018-10-10T00:00:00Z,2018-10-11T00:00:00Z,NA,31753,-4276,75720,-100,8593,-19720,28852,-4027,12155,0,730,-3679,42961,-2836,595,-41763,12994,-81,NA,NA,NA,NA
2018-10-11T00:00:00Z,2018-10-12T00:00:00Z,NA,40648,0,76501,0,8722,-13094,31563,-10360,12539,0,115,-4328,48689,-2397,19,-45285,19830,0,NA,NA,NA,NA
2018-10-12T00:00:00Z,2018-10-13T00:00:00Z,NA,42221,0,89502,0,4870,-19607,30445,-13582,12216,0,24,-5454,56628,-582,2390,-36966,18724,0,NA,NA,NA,NA
2018-10-13T00:00:00Z,2018-10-14T00:00:00Z,NA,47382,0,94893,0,2633,-22116,29817,-10360,10477,0,0,-12913,62472,-1061,882,-33987,18663,0,NA,NA,NA,NA
2018-10-14T00:00:00Z,2018-10-15T00:00:00Z,NA,60281,0,83073,0,3551,-16024,25874,-13360,9141,0,2,-9379,60855,-378,1138,-27220,17660,0,NA,NA,NA,NA
2018-10-15T00:00:00Z,2018-10-16T00:00:00Z,NA,52395,0,75403,0,4444,-19364,25211,-21955,12311,0,193,-6733,46594,-1916,679,-43500,15490,0,NA,NA,NA,NA
2018-10-16T00:00:00Z,2018-10-17T00:00:00Z,NA,34222,-473,69929,-258,3088,-18430,14924,-26457,13043,0,80,-5595,43490,-5926,106,-48107,12386,0,NA,NA,NA,NA
2018-10-17T00:00:00Z,2018-10-18T00:00:00Z,NA,32457,-5809,79906,-1,4244,-20593,22788,-19152,12815,0,682,-7267,47590,-7011,0,-50675,13674,0,NA,NA,NA,NA
2018-10-18T00:00:00Z,2018-10-19T00:00:00Z,NA,19010,-6347,89192,0,319,-31362,31902,-8240,12418,0,121,-8004,51802,-2669,0,-61636,19872,0,NA,NA,NA,NA
2018-10-19T00:00:00Z,2018-10-20T00:00:00Z,NA,13679,-16465,80889,0,3207,-18079,27403,-8790,12531,0,18,-5898,47481,-2546,22,-65507,16044,0,NA,NA,NA,NA
2018-10-20T00:00:00Z,2018-10-21T00:00:00Z,NA,44498,-25,88873,0,68,-38251,28291,-15299,10864,0,0,-12857,55875,-763,1336,-42081,17709,0,NA,NA,NA,NA
2018-10-21T00:00:00Z,2018-10-22T00:00:00Z,NA,60111,0,88061,0,753,-38023,25170,-17046,10251,0,0,-14285,57121,-724,1560,-43413,17312,0,NA,NA,NA,NA
2018-10-22T00:00:00Z,2018-10-23T00:00:00Z,NA,45002,0,81182,0,3126,-23481,31027,-15705,12535,0,0,-11848,48820,-1805,0,-71745,24583,0,NA,NA,NA,NA
2018-10-23T00:00:00Z,2018-10-24T00:00:00Z,NA,53329,0,88975,0,23904,-8329,34581,-6017,12138,0,686,-2247,48920,-1128,0,-50450,26791,0,NA,NA,NA,NA
2018-10-24T00:00:00Z,2018-10-25T00:00:00Z,NA,47441,-374,93157,-179,19412,-9547,33526,-13716,12466,0,371,-7806,41169,-2764,2282,-28695,20770,0,NA,NA,NA,NA
2018-10-25T00:00:00Z,2018-10-26T00:00:00Z,NA,52943,0,68928,-85,17645,-12895,28889,-12065,12974,0,299,-9792,40497,-2851,69,-39784,18119,0,NA,NA,NA,NA
2018-10-26T00:00:00Z,2018-10-27T00:00:00Z,NA,38820,0,76782,0,2288,-21064,26926,-19194,12842,0,264,-5918,32598,-7830,74,-38756,16427,0,NA,NA,NA,NA
2018-10-27T00:00:00Z,2018-10-28T00:00:00Z,NA,51509,0,90779,-153,9506,-21892,35222,-14649,11276,0,538,-9496,37194,-4484,2296,-22182,20722,0,NA,NA,NA,NA
2018-10-28T00:00:00Z,2018-10-29T00:00:00Z,NA,50074,0,104113,0,30943,-3164,30838,-9715,9353,0,1006,-188,43831,-2983,7884,-20664,19426,0,NA,NA,NA,NA
2018-10-29T00:00:00Z,2018-10-30T00:00:00Z,NA,48597,0,52990,-1704,13122,-9625,24142,-19455,11802,0,658,-6960,22244,-19870,6881,-8646,23195,0,NA,NA,NA,NA
2018-10-30T00:00:00Z,2018-10-31T00:00:00Z,NA,52143,0,75262,-639,26146,-5738,24836,-15279,11582,0,804,-1838,22896,-25667,5040,-10023,12209,0,NA,NA,NA,NA
2018-10-31T00:00:00Z,2018-11-01T00:00:00Z,NA,46230,0,67921,-717,16903,-15976,28150,-11842,12425,0,666,-4095,27232,-15845,3310,-12410,24388,0,NA,NA,NA,NA
2018-11-01T00:00:00Z,2018-11-02T00:00:00Z,NA,49106,0,74227,-381,15074,-19463,7222,-29031,10107,0,880,-6105,30113,-19492,5702,-9251,7151,-245,NA,NA,NA,NA
2018-11-02T00:00:00Z,2018-11-03T00:00:00Z,NA,44980,-5,57273,-961,6601,-23801,19170,-23833,12051,0,1361,-10801,29109,-10087,7936,-10311,21123,-9,NA,NA,NA,NA
2018-11-03T00:00:00Z,2018-11-04T00:00:00Z,NA,44816,-38,55658,-1364,181,-39015,15992,-25240,10833,0,4,-11897,35075,-6146,10086,-5215,21065,0,NA,NA,NA,NA
